R	W18fd	sp18:3a81
T	W1912	0990932510
R	W1927	sp18:3a7f
T	W192a	110
R	W1931	sp18:3a8e
R	W1938	sp18:3a92
R	W193f	sp18:3a8c
T	W1942	250717
R	W194f	sp18:3a98
R	W195c	sp18:3a96
T	W195f	301234
R	W196c	sp18:3aa1
R	W1979	sp18:3ab6
R	W1986	sp35:3a5e
R	W1993	sp18:3abd
R	W19a0	sp18:3ac4
R	W19ad	sp18:3acb
R	W19ba	sp06:20f3
R	W19bd	sp18:3ad2
T	W19c0	548418
R	W19cd	sp18:3aeb
T	W19da	582809
R	W19e7	sp18:3ae9
R	W19ea	sp18:3af4
R	W19f7	sp18:3af2
T	W19fa	748500
T	W1a07	775014
T	W1a14	777605
R	W1a21	sp18:3afb
R	W1a24	sp18:3b04
T	W1a27	967715
R	W1a34	sp18:3b0d
T	W1a37	Star
R	W1a3a	sp18:3891:41
R	W1a43	sp13:387c:1
R	W1a4a	sp03:38ae:281
R	W1a59	sp07:38d9:181
T	W1a6a	Q2
T	W1a6f	Meiyo
R	W1a76	sp18:383c:411
R	W1a87	sp03:38be:81
R	W1a94	sp18:3996:9
T	W1a9d	America
T	W1aa6	Alton Plaza Sighting
R	W1ab7	sp17:3800:41
R	W1ac4	sp08:3a0a:41
R	W1ad3	sp05:3951:1
R	W1adc	sp18:39b7:1
R	W1ae3	sp18:3800:1
R	W1aea	sp18:38a2:1
R	W1af3	sp34:3849:41
R	W1b00	sp03:38f2:101
R	W1b07	sp18:3a00:1
T	W1b10	Anniversary
T	W1b19	Gillian's House
R	W1b24	sp17:382f:201
R	W1b2f	sp21:3ad7:81
T	W1b3c	Quiz
R	W1b43	sp18:38ce:105
T	W1b4a	Don't Know
R	W1b53	sp05:3983:1
T	W1b5c	War
T	W1b65	Zeki
T	W1b6a	So
R	W1b6f	sp03:3832:41
R	W1b7a	sp18:39f3:1
R	W1b81	sp13:385c:911
R	W1b8e	sp18:39f9:1
R	W1b95	sp05:3c31:1
T	W1ba0	Netarou
R	W1ba9	sp09:3af3:1
R	W1bb0	sp18:38c0:21
T	W1bc1	France
R	W1bca	sp03:38d4:1
T	W1bd1	All Together
T	W1bda	Cupid's Love
R	W1beb	sp03:39a0:41
R	W1bf8	sp18:3967:1
R	W1bfd	sp03:38ca:1
R	W1c02	sp35:39e2:80b
R	W1c13	sp03:397d:1
R	W1c18	sp03:382d:1
R	W1c1f	sp18:3a1a:21
R	W1c2a	sp18:3a64:21
R	W1c37	sp18:3a72:21
R	W1c42	sp35:381e:41
T	W1c4b	Exit Vehicle
R	W1c56	sp35:386c:221
R	W1c5d	sp18:3884:41
R	W1c66	sp18:3821:1
R	W1c6d	sp06:3922:1
R	W1c72	sp18:389c:1
R	W1c75	sp35:3806:10041
R	W1c80	sp18:39a4:2011
R	W1c89	sp06:3ad5:1
R	M1c8e	sp17:3889
R	M1cae	sp34:38af
R	M1ccf	sp34:38f0
R	M1ce8	sp34:3923
R	M1d0c	sp34:3965
R	M1d20	sp34:398f
R	M1d35	sp34:39ae
R	M1d57	sp34:39eb
R	M1d76	sp34:3a17
R	M1d9e	sp34:3a65
R	M1dbe	sp34:3a96
R	M1def	sp34:3af4
R	M1e0e	sp34:3b16
R	M1e2a	sp34:3b50
R	M1e44	sp34:3b88
R	M1e67	sp34:3bcf
R	M1e81	sp34:3c08
R	M1e9d	sp34:3c44
R	M1eb7	sp34:3c81
R	M1ed4	sp34:3cbb
R	M1eee	sp34:3cec
R	M1f00	sp34:3d0f
R	M1f26	sp34:3d52
R	M1f48	sp34:3d91
R	M1f55	sp34:3da2
R	M1f6c	sp34:3dd4
R	M1f83	sp34:3dff
R	M1fb0	sp34:3e71
R	M1fe0	sp34:3dd4
R	M1ff7	sp34:3eec
R	M202e	sp34:3f58
R	M2034	sp34:3f5e
R	M2047	sp34:3f78
R	M2067	sp34:3fad
R	M207e	sp34:3fd5
R	M2098	sp34:4000
R	M20ae	sp34:4028
R	M20bc	sp34:4034
R	M20d3	sp34:4060
R	M20ee	sp34:4089
R	M2115	sp34:40bd
R	M212d	sp34:40f0
R	M214e	sp34:4129
R	M216d	sp34:4157
R	M2189	sp34:4187
R	M2199	sp18:3b13
R	M21ae	sp18:3b38
R	M21bb	sp35:3afb
R	M21e2	sp35:3b40
R	M21f7	sp18:3d37
R	M2216	sp35:3c2b
R	M2236	sp18:3df2
R	M2251	sp18:3e2c
R	M226a	sp35:3cbc
R	M228b	sp35:3cee
R	M22a5	sp35:3d1c
R	M22b5	sp18:3e41
R	M22d1	sp35:3d51
R	M22e3	sp08:86ad
T	M22f3	Remember it as 39-5644, okay?
R	M231d	sp18:3f4c
R	M2351	sp35:3dd9
T	M2361	What was the number I got for answering that quiz question correctly?
T	M238c	...it's 0990-932510.
R	M23a0	sp35:3df0
R	M23d4	sp35:3e30
R	M23e4	sp18:3eb5
R	M23ff	sp18:3edc
R	M240f	sp18:3fa1
R	M2432	sp35:3eaf
R	M2442	sp18:3ff3
R	M2458	sp18:4028
R	M246c	sp18:4049
R	M247e	sp12:39b8
R	M248a	sp18:4090
