R	W1b37	sp03:3813:1
R	W1b3e	sp03:38ae:281
R	W1b4d	sp07:38d9:181
R	W1b5e	sp07:3919:1
R	W1b67	sp03:3991:411
R	W1b76	sp03:38be:81
T	W1b85	Little's memory
R	W1b96	sp03:38ba:1
R	W1b9b	sp06:39e7:1
R	W1ba6	sp05:38d6:1
R	W1baf	sp03:3850:1
R	W1bbc	sp03:392c:1
R	W1bc7	sp03:3931:1
R	W1bd0	sp03:3938:1
R	W1bd9	sp03:393f:1
R	W1be2	sp03:3946:1
R	W1beb	sp07:394c:1
R	W1bf2	sp03:39ad:1
R	W1bff	sp04:3876:1
R	W1c0a	sp03:38ed:1
R	W1c0f	sp07:3830:1
R	W1c14	sp07:3850:1
R	W1c19	sp07:3990:1
R	W1c1e	sp03:3884:1
R	W1c27	sp07:39e6:1
R	W1c2a	sp07:381a:1
R	W1c2f	sp03:38ca:1
R	W1c34	sp07:3988:1
R	W1c3d	sp03:394d:1
R	W1c44	sp03:382d:1
R	W1c4b	sp03:390f:1
R	W1c50	sp07:39ea:1
T	W1c59	Get in
T	W1c62	Get out
R	W1c6d	sp07:393a:1
R	W1c74	sp03:387b:1
R	W1c7b	sp03:3884:1
T	W1c80	Person
T	W1c83	Feet
R	W1c88	sp07:3800:1
R	W1c91	sp07:38a5:1
R	W1c96	sp07:395d:1
R	W1ca3	sp07:3839:1
R	W1cb0	sp06:399a:1
R	W1cb9	sp07:38f3:1
R	W1cbe	sp03:38a2:1
R	W1cc5	sp07:38c1:1
R	W1cca	sp07:3925:1
R	W1cd3	sp07:3828:1
R	W1cd8	sp07:3857:1
R	W1cdd	sp07:39d7:1
R	W1ce6	sp07:3970:1
R	W1cf3	sp06:3b14:1
R	W1cf6	sp07:38c8:1
R	M1cfb	sp07:3a13
R	M1d10	sp07:3a57
R	M1d22	sp07:3a84
R	M1d3c	sp07:3aae
R	M1d53	sp07:3ad5
R	M1d79	sp07:3b1e
R	M1da4	sp07:3b6f
R	M1dc0	sp07:3b95
R	M1deb	sp07:3bca
R	M1e12	sp07:3c28
R	M1e46	sp07:3c8a
R	M1e57	sp07:3cc1
R	M1e7d	sp07:3cfe
R	M1e93	sp07:3d3f
R	M1eb8	sp07:3d82
R	M1ec9	sp07:3da0
R	M1ed9	sp07:3dd7
R	M1f19	sp07:3e79
R	M1f2a	sp07:3e9e
R	M1f43	sp07:3ee6
R	M1f63	sp07:3f28
R	M1f80	sp07:3f5f
R	M1fa8	sp07:3fb5
R	M1fb8	sp07:3fd3
R	M1fcf	sp07:3ffa
R	M1fe2	sp07:401c
R	M2002	sp07:4060
R	M2017	sp07:4081
R	M2035	sp07:40b5
R	M204e	sp07:410d
R	M2070	sp07:4141
R	M2086	sp03:728d
R	M209d	sp03:72cd
R	M20ac	sp03:72fd
R	M20ce	sp03:732b
R	M20e9	sp03:7362
R	M2107	sp03:72fd
R	M2129	sp03:732b
R	M2144	sp03:7362
R	M2162	sp03:72fd
R	M2184	sp03:732b
R	M219f	sp03:7362
R	M21bd	sp03:72fd
R	M21df	sp03:732b
R	M21fa	sp03:7362
R	M2218	sp07:4440
R	M222c	sp07:445b
R	M224a	sp07:4492
